timestamp,temperature,dewpoint_temperature,wind_speed,mean_sea_level_pressure,relative_humidity,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover
2010-03-19T21:00:00Z,16.94,14.33,1.42,102060.12,0.85,10.9,381.34,0.91
2010-03-19T22:00:00Z,18.02,15.01,1.99,102115.8,0.83,102.59,373.44,0.61
2010-03-19T23:00:00Z,17.7,14.96,2,102168.72,0.84,252.9,373.4,0.65
2010-03-20T00:00:00Z,19.94,14.73,2.13,102132.04,0.72,390.1,370.29,0.7
2010-03-20T01:00:00Z,21.02,14.74,2.31,102122.31,0.67,537.18,354.46,0.6
2010-03-20T02:00:00Z,21.58,14.37,2.4,102067.16,0.64,697.01,363.13,0.31
2010-03-20T03:00:00Z,23.55,13.76,2.26,102012.08,0.54,748.02,347.37,0.24
2010-03-20T04:00:00Z,23.77,13.52,2.4,101954.05,0.53,779.28,339.39,0.12
2010-03-20T05:00:00Z,23.62,12.99,2.98,101918.67,0.51,699.39,333.86,0.86
2010-03-20T06:00:00Z,22.52,12.41,3.42,101860.07,0.53,524.75,332.2,0.91
2010-03-20T07:00:00Z,22.19,12.09,3.67,101880.47,0.53,321.67,335.99,0.86
2010-03-20T08:00:00Z,21.96,12.38,3.41,101917.62,0.55,138,332.53,0.43
2010-03-20T09:00:00Z,21.67,13.08,3.15,102003.45,0.58,11.82,323.01,0.78
2010-03-20T10:00:00Z,18.23,13.11,3.04,102041.74,0.72,0,319.95,0.99
2010-03-20T11:00:00Z,17.99,13.44,2.57,102045.24,0.75,0,321.94,1
2010-03-20T12:00:00Z,16.46,13.44,2.15,102024.5,0.82,0,325.11,0.99
2010-03-20T13:00:00Z,16.28,13.52,2.26,102018.97,0.84,0,331.06,1
2010-03-20T14:00:00Z,16.22,13.62,1.97,102000.99,0.85,0,340.68,1
2010-03-20T15:00:00Z,15.71,13.52,1.08,101950.38,0.87,0,343.86,1
2010-03-20T16:00:00Z,15.93,13.66,1.31,101896.55,0.86,0,352.75,1
2010-03-20T17:00:00Z,16.07,13.61,2.16,101862.58,0.85,0,358.91,1
2010-03-20T18:00:00Z,16.09,13.37,2.73,101849.22,0.84,0,363.88,1
2010-03-20T19:00:00Z,16.36,13.4,3.22,101855.62,0.83,0,369.53,0.99
2010-03-20T20:00:00Z,16.4,13.4,3.61,101854.59,0.82,0,365.09,0.9
2010-03-20T21:00:00Z,16.36,13.41,3.83,101912.8,0.83,8.07,356.31,0.85
2010-03-20T22:00:00Z,17.04,11.63,5.07,101986.89,0.7,80.57,349.93,0.29
2010-03-20T23:00:00Z,17.1,11.08,6.24,102105.39,0.68,299.51,336.6,0.22
2010-03-21T00:00:00Z,19.38,11.18,7.8,102068.16,0.59,480.38,338.1,0.64
2010-03-21T01:00:00Z,20.3,10.92,6.88,102073.3,0.55,576.66,348.9,0.76
2010-03-21T02:00:00Z,19.86,10.91,6.14,102062.91,0.56,451.46,358.41,0.74
2010-03-21T03:00:00Z,20.25,10.81,6.09,102037.48,0.55,381.87,376.62,0.44
2010-03-21T04:00:00Z,20.13,11.14,6.45,102007.89,0.56,449.28,360.9,0.42
2010-03-21T05:00:00Z,20.52,11.04,6.35,101972.1,0.54,527.02,342.4,0.37
2010-03-21T06:00:00Z,19.84,10.76,6.23,101972.21,0.56,429.8,340.28,0.41
2010-03-21T07:00:00Z,19.71,10.52,5.58,101993.74,0.55,241.51,345.36,0.42
2010-03-21T08:00:00Z,19.48,10.47,4.63,102037.36,0.56,107.96,347.17,0.4
2010-03-21T09:00:00Z,19.61,10.42,4.29,102074.71,0.55,8.86,336.31,0.26
2010-03-21T10:00:00Z,16.76,11.16,4.73,102142.95,0.7,0,319.35,0.33
2010-03-21T11:00:00Z,16.55,11.21,4.7,102194.16,0.71,0,328.4,0.44
2010-03-21T12:00:00Z,15.09,11.17,4.32,102192.17,0.77,0,324.56,0.44
2010-03-21T13:00:00Z,14.92,11.05,3.83,102187.05,0.78,0,324.45,0.35
2010-03-21T14:00:00Z,14.75,10.88,3.69,102194.59,0.78,0,334.38,0.44
2010-03-21T15:00:00Z,13.76,10.05,3.76,102213.23,0.78,0,332.48,0.5
2010-03-21T16:00:00Z,13.68,9.84,3.75,102226.96,0.78,0,337.3,0.59
2010-03-21T17:00:00Z,13.55,9.41,3.72,102218.76,0.76,0,332.45,0.77
2010-03-21T18:00:00Z,12.98,8.55,3.4,102215.16,0.74,0,330.25,0.79
2010-03-21T19:00:00Z,13.14,8.11,2.95,102248.67,0.72,0,343.12,0.94
2010-03-21T20:00:00Z,13.15,7.97,2.6,102286.72,0.71,0,358.3,0.97
2010-03-21T21:00:00Z,13.23,7.78,2.4,102318.6,0.7,10.8,349.07,0.9
2010-03-21T22:00:00Z,14.64,8.07,2.73,102337.54,0.65,115.08,336.59,0.56
2010-03-21T23:00:00Z,14.52,8.69,2.77,102375.42,0.68,283.37,332.67,0.74
2010-03-22T00:00:00Z,16.49,8.83,2.69,102353.8,0.61,384.9,340.41,0.67
2010-03-22T01:00:00Z,17.54,8.88,3.08,102369.53,0.57,555.24,342.9,0.68
2010-03-22T02:00:00Z,17.51,8.96,3.49,102302.66,0.57,626.14,341.37,0.54
2010-03-22T03:00:00Z,18.81,8.85,3.42,102256.45,0.52,744.46,329.19,0.03
2010-03-22T04:00:00Z,18.88,8.85,3.01,102191.82,0.52,782.01,310.29,0
2010-03-22T05:00:00Z,18.78,8.94,2.95,102154.73,0.53,680.45,310.38,0
2010-03-22T06:00:00Z,18.51,9,2.9,102113.57,0.54,532.03,316.92,0
2010-03-22T07:00:00Z,18.5,8.99,2.87,102125.29,0.54,353.96,304.53,0.09
2010-03-22T08:00:00Z,18.38,9.03,3,102166.8,0.54,146.49,303.11,0.14
2010-03-22T09:00:00Z,18.27,9.85,2.92,102220.14,0.58,9.19,301.93,0.13
2010-03-22T10:00:00Z,14.96,10.18,2.78,102275.47,0.73,0,299.8,0.1
2010-03-22T11:00:00Z,14.67,10.39,2.23,102300.16,0.75,0,298.31,0.2
2010-03-22T12:00:00Z,12.65,9.98,1.96,102251.01,0.84,0,298.56,0.16
2010-03-22T13:00:00Z,13.25,9.94,1.89,102241.36,0.8,0,296.14,0.16
2010-03-22T14:00:00Z,13.25,9.81,2.2,102214.43,0.8,0,300.43,0.2
2010-03-22T15:00:00Z,12.34,9.87,2.67,102194.67,0.85,0,303.97,0.21
2010-03-22T16:00:00Z,12.46,10.01,2.94,102169.59,0.85,0,308.66,0.17
2010-03-22T17:00:00Z,12.4,10.01,2.93,102159.59,0.85,0,295.63,0.25
2010-03-22T18:00:00Z,12.72,10.33,2.92,102149.85,0.85,0,305.86,0.5
2010-03-22T19:00:00Z,12.86,10.32,2.97,102212.41,0.85,0,324.23,0.66
2010-03-22T20:00:00Z,13,10.24,2.91,102266.18,0.83,0,334.34,0.65
2010-03-22T21:00:00Z,12.94,10.11,2.93,102298.24,0.83,11.29,325.12,0.75
2010-03-22T22:00:00Z,14.47,10.52,3.09,102375.48,0.77,106.34,339.21,0.86
2010-03-22T23:00:00Z,14.68,10.55,3.79,102421.65,0.76,239.28,347.29,0.98
2010-03-23T00:00:00Z,16.69,10.87,3.82,102451.05,0.68,350.5,360.04,0.98
2010-03-23T01:00:00Z,17.95,11.18,3.65,102389.39,0.65,472.97,355.3,0.97
2010-03-23T02:00:00Z,17.94,11.45,3.4,102320.54,0.66,504.67,355.76,0.95
2010-03-23T03:00:00Z,19.49,12.04,3.41,102253.13,0.62,552.58,369.74,0.81
2010-03-23T04:00:00Z,19.62,11.98,3.53,102218.92,0.61,561.18,360.8,0.92
2010-03-23T05:00:00Z,19.71,11.91,3.46,102186.33,0.61,538.16,352.61,0.95
2010-03-23T06:00:00Z,19.57,12.28,3.4,102181.48,0.63,442.33,343.53,0.82
2010-03-23T07:00:00Z,19.63,12.23,3.54,102168.78,0.62,256.04,359.69,0.91
2010-03-23T08:00:00Z,19.67,12.6,3.32,102215.45,0.64,100.88,357.41,0.94
2010-03-23T09:00:00Z,19.64,13.22,2.99,102276.13,0.66,6.5,343.03,0.94
2010-03-23T10:00:00Z,17.36,13.9,2.17,102337.67,0.8,0,346.93,0.93
2010-03-23T11:00:00Z,17.35,14.02,2.13,102371.85,0.81,0,341.79,0.95
2010-03-23T12:00:00Z,16.94,14.11,2.36,102355.43,0.83,0,360.58,0.89
2010-03-23T13:00:00Z,17.08,13.98,2.89,102384.56,0.82,0,362.76,0.94
2010-03-23T14:00:00Z,16.99,13.84,3.11,102372.43,0.82,0,353.29,0.9
2010-03-23T15:00:00Z,16.5,13.76,3.45,102357.19,0.84,0,371.44,0.95
2010-03-23T16:00:00Z,16.62,13.66,3.44,102349.38,0.83,0,380.04,0.94
2010-03-23T17:00:00Z,16.57,13.63,3.38,102312.37,0.83,0,385.49,0.85
2010-03-23T18:00:00Z,16.39,13.72,3.09,102303.76,0.84,0,376.9,0.82
2010-03-23T19:00:00Z,16.03,13.7,2.72,102358.7,0.86,0,352.86,0.78
2010-03-23T20:00:00Z,15.98,13.76,2.49,102381.39,0.87,0,337.75,0.68
2010-03-23T21:00:00Z,15.98,13.75,2.5,102445.35,0.87,7.85,344.31,0.83
2010-03-23T22:00:00Z,16.65,14.15,2.27,102489.55,0.85,86.19,356.82,0.64
2010-03-23T23:00:00Z,16.77,14.23,2.8,102521.05,0.85,202.72,369.5,0.65
2010-03-24T00:00:00Z,18.51,13.77,3.01,102535.22,0.74,325.73,362.87,0.63
2010-03-24T01:00:00Z,19.56,13.74,3.38,102512.63,0.69,449.62,355.21,0.85
2010-03-24T02:00:00Z,19.52,13.59,3.56,102472.12,0.69,593.08,366.26,0.84
2010-03-24T03:00:00Z,20.66,13.55,3.53,102407.22,0.64,612.53,368.67,0.81
2010-03-24T04:00:00Z,20.58,13.51,3.24,102347.98,0.64,661.74,354.96,0.66
2010-03-24T05:00:00Z,20.41,13.42,2.89,102273.84,0.64,596.26,349.55,0.08
2010-03-24T06:00:00Z,20.23,13.25,2.72,102196.48,0.64,520.54,327.7,0.03
2010-03-24T07:00:00Z,20.22,12.97,2.92,102203.9,0.63,335.83,322.03,0.02
2010-03-24T08:00:00Z,20.17,13.03,3.04,102199.82,0.64,134.48,319.27,0
2010-03-24T09:00:00Z,20.24,13.2,3.08,102282.69,0.64,6.81,315.88,0
2010-03-24T10:00:00Z,16.76,13.5,2.8,102330.53,0.81,0,311.63,0.02
2010-03-24T11:00:00Z,16.56,13.54,2.55,102354.11,0.82,0,310.31,0.03
2010-03-24T12:00:00Z,14.75,12.99,2.05,102320.58,0.89,0,308.91,0.11
2010-03-24T13:00:00Z,15.03,13,1.89,102288.29,0.88,0,306.95,0.04
2010-03-24T14:00:00Z,15.16,13.06,1.33,102243.59,0.87,0,304.72,0.02
2010-03-24T15:00:00Z,14.19,12.69,0.8,102154.6,0.91,0,303.51,0.01
2010-03-24T16:00:00Z,14.13,12.74,0.5,102130.2,0.91,0,300.49,0.04
2010-03-24T17:00:00Z,13.57,12.61,0.33,102053.12,0.94,0,308.51,0.78
2010-03-24T18:00:00Z,12.81,12.3,0.6,102053.44,0.97,0,328.3,1
2010-03-24T19:00:00Z,12.55,12.11,1.21,102022.22,0.97,0,344.01,1
2010-03-24T20:00:00Z,12.65,12.25,1.82,102033.97,0.97,0,347.59,1
2010-03-24T21:00:00Z,12.37,12.07,2.01,102013.36,0.98,8.88,361.18,0.98
2010-03-24T22:00:00Z,13.35,13.07,2.21,102055.23,0.98,103.25,350.8,0.85
2010-03-24T23:00:00Z,13.82,12.92,2.44,102085.75,0.94,254.3,361.23,0.26
2010-03-25T00:00:00Z,20.63,14.33,2.72,102013.22,0.67,482.99,338.16,0.25
2010-03-25T01:00:00Z,23.64,13.55,3.19,101938.49,0.53,667.47,329.16,0.16
2010-03-25T02:00:00Z,24.58,13.41,3.52,101831.26,0.5,775.87,331.14,0.19
2010-03-25T03:00:00Z,27.23,12.29,3.47,101758.96,0.4,806.55,332.92,0.21
2010-03-25T04:00:00Z,27.57,12.08,3.23,101663.16,0.38,767.63,336.62,0.41
2010-03-25T05:00:00Z,27.88,11.7,2.97,101614.51,0.37,670.4,339.81,0.49
2010-03-25T06:00:00Z,27.38,11.59,2.75,101561.17,0.37,509.05,343.14,0.62
2010-03-25T07:00:00Z,27.24,11.52,1.98,101546.62,0.38,323.96,343.37,0.51
2010-03-25T08:00:00Z,26.78,11.05,2.12,101542.19,0.37,126.69,341.2,0.33
2010-03-25T09:00:00Z,26.56,10.82,3.27,101603.02,0.37,5.69,336.64,0.25
2010-03-25T10:00:00Z,22.38,11.71,4.14,101640.58,0.51,0,334.57,0.31
2010-03-25T11:00:00Z,22.29,11.4,4.65,101630.45,0.5,0,332.27,0.22
2010-03-25T12:00:00Z,20.79,11.22,4.93,101624.43,0.54,0,331.13,0.05
2010-03-25T13:00:00Z,20.83,10.81,4.99,101569.52,0.53,0,328.45,0.01
2010-03-25T14:00:00Z,20.69,10.74,4.46,101553.96,0.53,0,326.89,0.06
2010-03-25T15:00:00Z,19.65,10.57,3.94,101522.14,0.56,0,325.45,0.08
2010-03-25T16:00:00Z,19.2,10.96,3.78,101503.5,0.59,0,322.94,0.05
2010-03-25T17:00:00Z,18.94,11,3.88,101485.75,0.6,0,319.9,0.09
2010-03-25T18:00:00Z,18.16,10.64,4.02,101483.01,0.61,0,317.24,0.23
2010-03-25T19:00:00Z,18,10.55,4.06,101510.17,0.62,0,320.51,0.11
2010-03-25T20:00:00Z,17.91,10.45,3.89,101569.45,0.62,0,316.17,0.07
2010-03-25T21:00:00Z,17.85,10.34,3.75,101619.32,0.61,12.96,312.31,0.16
2010-03-25T22:00:00Z,20.23,11.92,3.37,101679.32,0.59,157.86,311.17,0.13
2010-03-25T23:00:00Z,21.27,12.09,2.65,101751.03,0.56,361.07,314.27,0.02
2010-03-26T00:00:00Z,24.46,10.92,2.19,101731.53,0.43,551.18,320.01,0.31
2010-03-26T01:00:00Z,25.5,9.86,2.06,101703.13,0.37,699.41,326.6,0.6
2010-03-26T02:00:00Z,25.12,9.99,4.88,101731.57,0.38,717.8,333.83,0.79
2010-03-26T03:00:00Z,23.39,12.07,5.02,101721.22,0.49,611.21,354.29,0.92
2010-03-26T04:00:00Z,23.15,12.2,4.6,101711.09,0.5,615.02,359.84,0.99
2010-03-26T05:00:00Z,22.73,12.35,4.81,101784.14,0.52,424.78,367.73,0.98
2010-03-26T06:00:00Z,20.57,13.58,4.47,101816.93,0.64,207.67,371.71,0.92
2010-03-26T07:00:00Z,19.84,13.69,2.49,101834.62,0.68,158.12,360,0.98
2010-03-26T08:00:00Z,19.52,14.55,1.24,101816.64,0.73,50.96,365.18,0.96
2010-03-26T09:00:00Z,19.8,14.92,1.4,101925.38,0.73,2.41,364.71,1
2010-03-26T10:00:00Z,18.38,15.71,2.05,101970.8,0.84,0,369.54,1
2010-03-26T11:00:00Z,18.37,15.95,2.82,102020.42,0.86,0,370.34,0.97
2010-03-26T12:00:00Z,17.53,15.8,3.37,102048.58,0.9,0,364.07,0.92
2010-03-26T13:00:00Z,17.41,15.86,3.23,102037,0.91,0,357.49,0.92
2010-03-26T14:00:00Z,17.34,15.76,3.28,102043.7,0.9,0,360.92,0.95
2010-03-26T15:00:00Z,16.83,15.28,3.48,102004.48,0.91,0,361.09,0.98
2010-03-26T16:00:00Z,16.76,15.03,3.46,101994.84,0.9,0,364.39,0.96
2010-03-26T17:00:00Z,16.74,14.84,3.22,101988.78,0.89,0,373.64,0.93
2010-03-26T18:00:00Z,16.37,14.45,3.11,101998.15,0.88,0,369.34,0.99
2010-03-26T19:00:00Z,16.32,14.3,2.77,102016.48,0.88,0,365.05,0.97
2010-03-26T20:00:00Z,16.29,14.12,2.54,102072.63,0.87,0,362.96,0.96
2010-03-26T21:00:00Z,16.13,13.93,2.66,102137.87,0.87,7.11,356.35,0.99
2010-03-26T22:00:00Z,16.57,13.49,2.91,102182.58,0.82,79.91,362.33,0.98
2010-03-26T23:00:00Z,16.6,13.44,3.16,102177.59,0.82,197.44,367.02,0.99
2010-03-27T00:00:00Z,18.48,13.69,2.75,102146.87,0.74,335.92,365.33,0.76
2010-03-27T01:00:00Z,19.68,13.99,2.01,102101.9,0.7,504.84,359.27,0.76
2010-03-27T02:00:00Z,20.24,14.18,1.54,102043.09,0.68,657.06,351.35,0.9
2010-03-27T03:00:00Z,21.27,14.08,1.42,101985.95,0.64,640.04,362.71,0.9
2010-03-27T04:00:00Z,20.77,14.06,2.12,101895.52,0.65,495.88,375.75,0.91
2010-03-27T05:00:00Z,19.9,14.31,3.56,101912.73,0.7,259.87,381.7,0.94
2010-03-27T06:00:00Z,18.49,14.54,4.82,101923.9,0.78,172.35,378.01,1
2010-03-27T07:00:00Z,18.26,14.55,4.9,102034.36,0.79,117.62,374.05,1
2010-03-27T08:00:00Z,18.16,14.56,3.95,102040.54,0.79,35.09,374.4,1
2010-03-27T09:00:00Z,18.21,14.57,3.12,102058.83,0.79,1.02,370.53,1
2010-03-27T10:00:00Z,17.08,13.44,3.63,101991.28,0.79,0,365.88,1
2010-03-27T11:00:00Z,17.29,13.49,3.74,101909.18,0.78,0,360.33,0.99
2010-03-27T12:00:00Z,17.53,13.81,2.52,101809.93,0.79,0,364.19,1
2010-03-27T13:00:00Z,17.86,13.79,0.65,101764.54,0.77,0,356.56,1
2010-03-27T14:00:00Z,17.76,13.85,0.7,101734.94,0.78,0,361.16,0.99
2010-03-27T15:00:00Z,17.6,14.03,0.9,101625.58,0.8,0,370.24,0.98
2010-03-27T16:00:00Z,17.7,14.16,2.41,101507.28,0.8,0,368.41,0.87
2010-03-27T17:00:00Z,17.4,14.28,2.7,101419.71,0.82,0,363.82,0.98
2010-03-27T18:00:00Z,16.93,14.41,2.67,101341.1,0.85,0,362.91,1
2010-03-27T19:00:00Z,16.83,14.73,2.21,101332.44,0.87,0,351.86,1
2010-03-27T20:00:00Z,17.01,14.83,1.73,101300.7,0.87,0,356.8,1
2010-03-27T21:00:00Z,16.98,14.83,2.41,101320.26,0.87,6.33,358.7,1
2010-03-27T22:00:00Z,20.06,13.72,4.02,101264.29,0.67,66.89,359.62,1
2010-03-27T23:00:00Z,21.46,13.74,5.41,101241,0.61,180.87,373.44,1
2010-03-28T00:00:00Z,25.09,13.89,6.53,101151.09,0.5,318.62,371.24,1
2010-03-28T01:00:00Z,25.14,14.05,6.78,101083.33,0.5,233.65,391.77,1
2010-03-28T02:00:00Z,24.89,14.26,6.06,101032.52,0.52,212.14,398.12,1
2010-03-28T03:00:00Z,24.85,14.05,5.92,101010.95,0.51,173.8,397.6,1
2010-03-28T04:00:00Z,24.63,14.47,5.18,100978.16,0.53,228.01,395.78,1
2010-03-28T05:00:00Z,24.81,14.82,3.4,100946.44,0.54,148.4,394.32,1
2010-03-28T06:00:00Z,23.52,15.2,3.41,100947.72,0.6,94.42,392.61,1
2010-03-28T07:00:00Z,23.31,15.1,3.09,101007.23,0.6,64.46,397.32,1
2010-03-28T08:00:00Z,22.65,15.66,4.24,101017.19,0.65,14.67,398.73,1
2010-03-28T09:00:00Z,22.26,15.99,5.4,101065.04,0.68,0.66,394.31,1
2010-03-28T10:00:00Z,19.78,16.42,6.43,101085.2,0.81,0,388.68,1
2010-03-28T11:00:00Z,19.38,16.47,6.04,101134.41,0.83,0,385.87,1
2010-03-28T12:00:00Z,19.12,16.59,5.4,101112.11,0.85,0,381.93,1
2010-03-28T13:00:00Z,19.08,16.61,4.8,101170.65,0.86,0,373.13,0.97
2010-03-28T14:00:00Z,18.97,16.63,4.3,101159.67,0.86,0,364.1,0.61
2010-03-28T15:00:00Z,18.69,16.44,3.99,101125.36,0.87,0,357.62,0.5
2010-03-28T16:00:00Z,18.59,16.45,3.85,101126.82,0.87,0,365.59,0.54
2010-03-28T17:00:00Z,18.68,16.54,3.86,101111.69,0.87,0,372.64,0.71
2010-03-28T18:00:00Z,18.48,16.74,4.06,101149.06,0.9,0,384.2,0.88
2010-03-28T19:00:00Z,18.49,16.69,4.2,101195.47,0.89,0,388.71,0.96
2010-03-28T20:00:00Z,18.33,16.76,4.16,101269.36,0.91,0,388.14,0.9
2010-03-28T21:00:00Z,18.37,16.73,4.03,101328.01,0.9,3,382.12,0.94
2010-03-28T22:00:00Z,18.68,17.24,3.25,101388.71,0.91,61.2,383.42,0.51
2010-03-28T23:00:00Z,18.94,17.37,3.49,101531.5,0.91,163.4,378.47,0.88
2010-03-29T00:00:00Z,19.52,17.24,4.35,101545.64,0.87,218.92,382.07,0.57
2010-03-29T01:00:00Z,19.9,16.42,4.44,101581.19,0.8,433.2,377.09,0.62
2010-03-29T02:00:00Z,18.8,16.49,4.12,101588.31,0.86,317.04,387.15,0.72
2010-03-29T03:00:00Z,19.56,15.69,3.36,101616.99,0.78,443.82,369.29,0.47
2010-03-29T04:00:00Z,19.54,15.56,2.96,101615.08,0.78,363.05,382.99,0.41
2010-03-29T05:00:00Z,19.5,15.23,3.05,101628.05,0.76,298.16,380,0.34
2010-03-29T06:00:00Z,19.06,14.19,3.48,101659.69,0.73,245.74,369.04,0.3
2010-03-29T07:00:00Z,18.99,13.71,3.82,101719.58,0.71,259.6,346.91,0.29
2010-03-29T08:00:00Z,19.03,13.48,3.67,101769.83,0.7,96.71,354.76,0.24
2010-03-29T09:00:00Z,19.07,13.41,3.72,101899.73,0.7,2.08,343.63,0.32
2010-03-29T10:00:00Z,16.67,12.85,3.11,101968.32,0.78,0,333.38,0.53
2010-03-29T11:00:00Z,16.71,12.76,3.21,102072.6,0.78,0,347.67,0.54
2010-03-29T12:00:00Z,15.94,12.35,3.09,102058.64,0.79,0,354.15,0.6
2010-03-29T13:00:00Z,16.01,12.37,2.57,102122.97,0.79,0,359.13,0.59
2010-03-29T14:00:00Z,15.6,12.37,2.09,102103.53,0.81,0,342.31,0.54
2010-03-29T15:00:00Z,14.47,11.98,1.89,102136.8,0.85,0,326.11,0.45
2010-03-29T16:00:00Z,14.21,11.85,1.76,102133.26,0.86,0,314.81,0.46
2010-03-29T17:00:00Z,13.98,11.73,1.75,102122.48,0.86,0,307.69,0.4
2010-03-29T18:00:00Z,12.85,10.94,1.76,102141.53,0.88,0,308.34,0.28
2010-03-29T19:00:00Z,12.73,10.83,1.77,102171.79,0.88,0,329.17,0.23
2010-03-29T20:00:00Z,12.84,10.91,1.6,102214.34,0.88,0,322.97,0.15
2010-03-29T21:00:00Z,12.66,10.83,1.14,102257.25,0.89,8.37,303.57,0.13
2010-03-29T22:00:00Z,15.04,12.12,0.95,102317.8,0.83,127.44,304.26,0.08
2010-03-29T23:00:00Z,15.48,11.75,2.37,102392.79,0.78,303.94,315.9,0.29
2010-03-30T00:00:00Z,17.63,11.92,3.3,102400.89,0.69,424.1,337.14,0.4
2010-03-30T01:00:00Z,18.69,11.69,3.62,102401.54,0.64,485.55,356.12,0.72
2010-03-30T02:00:00Z,18.79,11.77,3.74,102340.72,0.64,555.32,350.67,0.74
2010-03-30T03:00:00Z,19.43,11.77,4.04,102339.82,0.61,546.93,357.14,0.8
2010-03-30T04:00:00Z,19.23,12.23,4.51,102300.74,0.64,502.88,357.82,0.88
2010-03-30T05:00:00Z,18.99,12.49,4.82,102287.88,0.66,407.71,363.93,0.8
2010-03-30T06:00:00Z,18.18,12.06,4.74,102281.64,0.67,302.88,354.69,0.5
2010-03-30T07:00:00Z,18.24,11.73,4.89,102300.84,0.66,294.62,312.64,0.01
2010-03-30T08:00:00Z,18.07,11.56,4.55,102297.28,0.66,105.48,307.21,0.02
2010-03-30T09:00:00Z,18.14,11.35,4.29,102355.21,0.65,1.97,303.41,0.02
2010-03-30T10:00:00Z,15.28,11.11,4.07,102414.08,0.76,0,299.53,0.09
2010-03-30T11:00:00Z,15.03,11.07,3.81,102440.05,0.77,0,296.36,0.19
2010-03-30T12:00:00Z,13.73,10.95,3.69,102439.58,0.83,0,293.67,0.26
2010-03-30T13:00:00Z,13.49,10.98,3.47,102443.49,0.85,0,295.62,0.26
2010-03-30T14:00:00Z,13.31,11.02,3.21,102422.37,0.86,0,302.55,0.25
2010-03-30T15:00:00Z,12.27,10.69,3.02,102396.18,0.9,0,293.06,0.14
2010-03-30T16:00:00Z,12.1,10.71,3.09,102346.48,0.91,0,292.32,0.04
2010-03-30T17:00:00Z,11.94,10.68,3.27,102299.4,0.92,0,284.72,0.02
2010-03-30T18:00:00Z,11.68,10.59,3.28,102264.21,0.93,0,293.46,0.05
2010-03-30T19:00:00Z,11.88,10.73,3.33,102299.71,0.93,0,310.32,0.26
2010-03-30T20:00:00Z,11.56,10.5,3.15,102307.37,0.93,0,322.55,0.19
2010-03-30T21:00:00Z,11.42,10.41,2.89,102351.69,0.93,6.46,311.98,0.22
2010-03-30T22:00:00Z,12.96,11.57,2.76,102336.82,0.91,101.88,318.08,0.66
2010-03-30T23:00:00Z,13.08,11.6,2.01,102312.63,0.91,265.12,323.49,0.67
2010-03-31T00:00:00Z,15.83,12.3,1.15,102257.12,0.8,430,322.55,0.57
2010-03-31T01:00:00Z,17.75,12.66,0.43,102229.76,0.72,585.19,330.31,0.57
2010-03-31T02:00:00Z,18.31,12.73,0.47,102167,0.7,709.56,316,0.44
2010-03-31T03:00:00Z,20.43,13.15,0.91,102109.11,0.63,753.02,318.74,0.13
2010-03-31T04:00:00Z,20.79,13.25,1.35,102022.48,0.62,723.22,322.93,0.22
2010-03-31T05:00:00Z,20.93,13.31,1.72,101982.08,0.62,563.09,333.99,0.16
2010-03-31T06:00:00Z,20.33,13.36,2.63,101932.92,0.64,405.09,345.55,0.09
2010-03-31T07:00:00Z,20.29,13.27,3.63,101948.36,0.64,284.83,327.79,0.05
2010-03-31T08:00:00Z,20.18,13.26,3.74,101947.47,0.64,95.35,329.35,0.03
2010-03-31T09:00:00Z,20.17,13.57,3.05,102001.8,0.66,1.4,320.21,0.02
2010-03-31T10:00:00Z,16.14,13.72,1.7,102027.38,0.86,0,314.83,0.03
2010-03-31T11:00:00Z,16.11,13.65,1.51,102030.8,0.85,0,311.48,0
2010-03-31T12:00:00Z,15.16,13.5,1.39,102020.1,0.9,0,309.45,0.02
2010-03-31T13:00:00Z,15.08,13.53,1.56,102025.49,0.9,0,308.12,0.02
2010-03-31T14:00:00Z,15.01,13.62,1.82,102019.03,0.91,0,306.06,0.05
2010-03-31T15:00:00Z,14.11,13.33,2.08,101988.68,0.95,0,307.41,0.03
2010-03-31T16:00:00Z,13.85,13.15,2.08,101978.06,0.96,0,303.24,0.07
2010-03-31T17:00:00Z,13.67,12.91,1.9,101949.19,0.95,0,301.47,0.32
2010-03-31T18:00:00Z,13.2,12.44,1.6,101923.48,0.95,0,302.42,0.44
2010-03-31T19:00:00Z,13.24,12.42,1.33,101965.22,0.95,0,311.35,0.77
2010-03-31T20:00:00Z,13.36,12.36,1.47,101988.28,0.94,0,315.94,0.71
2010-03-31T21:00:00Z,13.48,12.34,1.8,102036.99,0.93,6.9,323.76,0.66
2010-03-31T22:00:00Z,15.04,13.81,1.75,102096.66,0.92,125.45,315.23,0.61
2010-03-31T23:00:00Z,15.08,13.94,1.96,102147.51,0.93,280.88,330.18,0.78
2010-04-01T00:00:00Z,17.72,14.31,1.73,102128.5,0.8,419.93,345.4,0.96
2010-04-01T01:00:00Z,18.84,14.49,1.84,102102.61,0.76,476.88,336.84,0.99
2010-04-01T02:00:00Z,19.22,14.09,1.99,102042.17,0.72,599.65,345.53,0.98
2010-04-01T03:00:00Z,20.44,13.52,2.23,101970.63,0.64,557.76,341.32,0.77
2010-04-01T04:00:00Z,20.58,13.42,2.53,101939.48,0.63,582.96,351.76,0.47
2010-04-01T05:00:00Z,20.62,13.72,2.94,101898.76,0.65,540.77,345.83,0.66
2010-04-01T06:00:00Z,19.62,14.43,3.53,101926.95,0.72,386.5,341.37,0.63
