timestamp,temp_c,dewpoint_temp_c,wind_speed,mean_sea_level_pressure,relative_humidity,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover,temp_c_station
2019-07-15T10:00:00Z,11.88,9.96,4.57,102255.84,0.88,0,326.04,0.7,A
2019-07-15T11:00:00Z,11.55,9.94,5.04,102275.17,0.9,0,316.52,0.85,C
2019-07-15T12:00:00Z,11.21,9.69,5.24,102305.89,0.9,0,332.27,0.87,C
2019-07-15T13:00:00Z,11.12,9.65,5.28,102280.28,0.91,0,330.05,0.83,A
2019-07-15T14:00:00Z,10.8,9.38,5.22,102285.97,0.91,0,309.82,0.82,C
2019-07-15T15:00:00Z,10.66,9.12,5.12,102254.63,0.9,0,333.69,0.82,B
2019-07-15T16:00:00Z,10.41,8.96,5.03,102236.46,0.91,0,304.42,0.87,B
2019-07-15T17:00:00Z,10.31,8.89,4.82,102233.95,0.91,0,313.46,0.75,A
2019-07-15T18:00:00Z,10.25,8.86,4.76,102182.14,0.91,0,318.88,0.85,B
2019-07-15T19:00:00Z,10.29,8.92,4.84,102172.78,0.91,0,334.15,0.83,A
2019-07-15T20:00:00Z,10.3,8.93,5.01,102192.23,0.91,0,332.85,0.82,C
2019-07-15T21:00:00Z,10.36,8.98,5.17,102220.18,0.91,0,334.91,0.9,C
2019-07-15T22:00:00Z,10.48,8.95,4.65,102257.85,0.9,4.15,329.54,0.88,B
2019-07-15T23:00:00Z,10.86,9.01,5.29,102280.41,0.88,48.89,336.57,0.88,B
2019-07-16T00:00:00Z,11.62,9.32,5.59,102327.42,0.86,89.23,342.69,0.92,C
2019-07-16T01:00:00Z,11.45,9.29,5.64,102295.79,0.87,70.19,345.83,0.97,A
2019-07-16T02:00:00Z,11.91,9.27,5.33,102257.15,0.84,154.73,347.72,0.96,A
2019-07-16T03:00:00Z,12.32,9.34,5.6,102171.03,0.82,129.81,351.59,0.95,A
2019-07-16T04:00:00Z,12.51,9.28,5.17,102146.05,0.81,136.84,348.75,0.99,C
2019-07-16T05:00:00Z,12.62,9.4,5.24,102162.34,0.81,125.79,350.52,0.95,B
2019-07-16T06:00:00Z,12.29,9.15,4.64,102169.2,0.81,98.93,345.55,0.99,B
2019-07-16T07:00:00Z,12.15,9.06,4.47,102181.52,0.81,26,341.95,1,A
2019-07-16T08:00:00Z,11.68,9.02,4.61,102196.99,0.84,0.83,344.43,0.99,C
2019-07-16T09:00:00Z,11.59,9.2,4.68,102201.87,0.85,0,340.26,0.91,C
2019-07-16T10:00:00Z,11.01,9.19,4.18,102215.54,0.89,0,336.93,0.97,B
2019-07-16T11:00:00Z,10.7,9.02,4.66,102199.85,0.89,0,322.48,0.96,A
2019-07-16T12:00:00Z,10.38,8.65,4.7,102198.04,0.89,0,326.34,0.82,B
2019-07-16T13:00:00Z,10.41,8.44,4.58,102168.01,0.88,0,330.47,0.94,C
2019-07-16T14:00:00Z,10.14,8.06,4.15,102136.83,0.87,0,325.86,0.97,A
2019-07-16T15:00:00Z,9.77,7.32,3.94,102102.45,0.85,0,328.31,0.95,B
2019-07-16T16:00:00Z,9.78,7.22,4,102072.29,0.84,0,323.57,0.91,C
2019-07-16T17:00:00Z,9.55,7.06,4.06,102002.37,0.84,0,325.07,0.85,B
2019-07-16T18:00:00Z,9.28,6.99,4.18,101938.67,0.86,0,330.14,0.84,A
2019-07-16T19:00:00Z,9.27,6.84,4.44,101903.67,0.85,0,321.66,0.91,C
2019-07-16T20:00:00Z,9.38,6.46,4.58,101850.89,0.82,0,325.46,0.94,B
2019-07-16T21:00:00Z,9.41,6.27,4.61,101837.47,0.81,0,328.57,0.88,A
2019-07-16T22:00:00Z,9.38,6.24,4.21,101795.93,0.81,3.11,320.47,0.97,C
2019-07-16T23:00:00Z,9.78,6.53,4.84,101773.82,0.8,47.24,326.48,0.97,B
2019-07-17T00:00:00Z,10.39,7.24,5.01,101760.01,0.81,93.95,336.79,1,C
2019-07-17T01:00:00Z,10.33,7.8,5.23,101642.93,0.84,115.24,338.35,0.97,B
2019-07-17T02:00:00Z,11.22,8.37,5.16,101531.4,0.83,159.18,331.4,0.94,B
2019-07-17T03:00:00Z,12.24,8.32,5.33,101443.19,0.77,274.97,319.06,0.83,C
2019-07-17T04:00:00Z,12.36,8.11,5.71,101326.87,0.75,236.23,319.31,0.85,C
2019-07-17T05:00:00Z,12.6,7.67,5.57,101276.92,0.72,230.28,323.9,0.93,A
2019-07-17T06:00:00Z,11.97,7.72,5.9,101284.53,0.75,102.78,330.51,0.92,A
2019-07-17T07:00:00Z,11.51,8.1,5.81,101305.37,0.8,23.55,337.23,0.97,A
2019-07-17T08:00:00Z,11.24,8.25,6.12,101349.21,0.82,1.02,331.41,1,A
2019-07-17T09:00:00Z,11.29,8.11,6.03,101397.94,0.81,0,325.45,0.78,C
2019-07-17T10:00:00Z,10.75,8.41,4.91,101472.76,0.85,0,319.26,0.52,A
2019-07-17T11:00:00Z,10.32,8.27,5.17,101555.49,0.87,0,294.71,0.43,C
2019-07-17T12:00:00Z,9.77,7.63,5.33,101606.42,0.87,0,308.77,0.42,B
2019-07-17T13:00:00Z,9.59,7.43,4.98,101589.86,0.86,0,297.88,0.47,A
2019-07-17T14:00:00Z,9.61,7.29,5.32,101620.75,0.85,0,309.48,0.48,C
2019-07-17T15:00:00Z,9.45,7.14,5.24,101637.33,0.85,0,311.4,0.57,C
2019-07-17T16:00:00Z,9.52,7.26,5.1,101676.48,0.86,0,313.06,0.53,A
2019-07-17T17:00:00Z,9.36,7.19,4.47,101692.81,0.86,0,318.28,0.53,A
2019-07-17T18:00:00Z,8.7,6.81,4.07,101687.78,0.88,0,309.99,0.47,B
2019-07-17T19:00:00Z,8.58,6.76,3.7,101681.87,0.88,0,328.97,0.54,C
2019-07-17T20:00:00Z,7.92,6.42,3.83,101679.23,0.9,0,301.08,0.59,A
2019-07-17T21:00:00Z,7.85,6.31,3.78,101732.9,0.9,0,294.23,0.75,B
2019-07-17T22:00:00Z,8.12,6.32,3.42,101759.07,0.88,5.75,297.94,0.96,B
2019-07-17T23:00:00Z,8.91,6.66,3.62,101832.71,0.86,75.64,306.83,1,C
2019-07-18T00:00:00Z,10.39,6.43,4.06,101888.51,0.76,162.74,295.16,0.94,C
2019-07-18T01:00:00Z,10.6,6.21,4.35,101854.53,0.74,311.91,285.03,0.93,A
2019-07-18T02:00:00Z,11.64,5.65,3.85,101752.58,0.67,419.61,286.39,0.96,A
2019-07-18T03:00:00Z,12.34,5.17,3.86,101617.03,0.62,375.17,288.63,0.87,B
2019-07-18T04:00:00Z,12.74,5.4,4.44,101553.99,0.61,426.01,278.2,0.76,C
2019-07-18T05:00:00Z,13.05,5.68,5.02,101528.33,0.61,364.17,269.24,0.74,A
2019-07-18T06:00:00Z,12.12,5.96,4.96,101528.95,0.66,212.22,282.05,0.84,A
2019-07-18T07:00:00Z,11.74,5.73,6.03,101484.55,0.67,77.68,285.75,0.99,C
2019-07-18T08:00:00Z,10.82,5.54,6.93,101534.95,0.7,2.19,300.66,0.82,A
2019-07-18T09:00:00Z,10.42,5.38,7.15,101517.55,0.71,0,317.51,0.96,A
2019-07-18T10:00:00Z,10.34,5.56,7.16,101564.41,0.72,0,330.48,0.97,A
2019-07-18T11:00:00Z,10.4,5.68,7.19,101534.52,0.73,0,333.25,0.5,B
2019-07-18T12:00:00Z,10.4,6.18,7.51,101573.7,0.75,0,316.76,0.4,C
2019-07-18T13:00:00Z,10.46,6.44,7.23,101533.17,0.76,0,334.81,0.81,A
2019-07-18T14:00:00Z,9.99,7.48,6.6,101586.07,0.84,0,329.39,0.79,C
2019-07-18T15:00:00Z,9.75,8.12,6.11,101623.1,0.9,0,320.04,0.97,A
2019-07-18T16:00:00Z,9.98,8.59,5.19,101679.49,0.91,0,343.36,0.85,B
2019-07-18T17:00:00Z,9.66,8.74,4.01,101736.89,0.94,0,314.66,0.7,B
2019-07-18T18:00:00Z,9.15,8.33,3.06,101781.17,0.95,0,328.03,0.75,C
2019-07-18T19:00:00Z,9.04,8.12,2.48,101812.98,0.94,0,319.83,0.65,C
2019-07-18T20:00:00Z,8.63,7.51,2.38,101876.24,0.93,0,331.49,0.79,A
2019-07-18T21:00:00Z,8.46,7.02,2.77,101956.04,0.91,0,321.44,0.72,A
2019-07-18T22:00:00Z,8.64,6.92,2.76,102019.83,0.89,4.44,312.25,0.62,A
2019-07-18T23:00:00Z,9.58,7.46,2.99,102095.22,0.87,77.98,313,0.53,C
2019-07-19T00:00:00Z,11.06,7.24,3.02,102139.31,0.77,189.22,307.63,0.41,C
2019-07-19T01:00:00Z,11.12,6.66,3.05,102152.69,0.74,308.6,298.99,0.4,C
2019-07-19T02:00:00Z,11.88,6.38,2.69,102105.59,0.69,431.85,275.11,0.49,A
2019-07-19T03:00:00Z,12.62,5.89,2.58,102031.4,0.64,456.47,292.66,0.65,A
2019-07-19T04:00:00Z,12.64,6.01,2.51,101992.76,0.64,406.76,286.89,0.8,C
2019-07-19T05:00:00Z,12.6,6.11,2.44,101965.6,0.65,342.58,283.76,0.69,C
2019-07-19T06:00:00Z,11.59,6.12,2.19,101994.82,0.69,238.88,275.48,0.43,C
2019-07-19T07:00:00Z,10.99,6.6,1.52,102007.98,0.74,88.32,287.91,0.2,C
2019-07-19T08:00:00Z,9.7,5.83,2.3,102042.27,0.77,3.03,274.63,0.12,A
2019-07-19T09:00:00Z,9.8,5.8,3.19,102094.28,0.76,0,275.4,0.11,B
2019-07-19T10:00:00Z,8.98,5.67,4.38,102150.41,0.8,0,270.25,0.09,B
2019-07-19T11:00:00Z,8.23,5.61,4.43,102163.32,0.84,0,262.35,0.07,C
2019-07-19T12:00:00Z,7.93,5.46,4.48,102183.42,0.84,0,274.11,0.04,B
2019-07-19T13:00:00Z,7.76,5.37,4.65,102196.92,0.85,0,268.51,0.13,A
2019-07-19T14:00:00Z,7.94,5.51,5.01,102149.96,0.85,0,278.96,0.25,A
2019-07-19T15:00:00Z,7.86,5.45,5.27,102078.42,0.85,0,286.37,0.18,B
2019-07-19T16:00:00Z,7.89,5.56,5.49,102046.86,0.85,0,288.75,0.65,C
2019-07-19T17:00:00Z,8.18,5.94,5.59,102024.4,0.86,0,283.22,0.89,C
2019-07-19T18:00:00Z,8.34,6.02,5.73,101943.93,0.85,0,291.44,0.94,B
2019-07-19T19:00:00Z,8.55,6.18,5.89,101954.34,0.85,0,283.51,0.92,C
2019-07-19T20:00:00Z,8.6,6.14,6.19,101921.15,0.85,0,282.92,0.64,C
2019-07-19T21:00:00Z,8.65,6.13,6.41,101934.56,0.84,0,279.53,0.63,B
2019-07-19T22:00:00Z,9.28,6.51,6.68,101968.36,0.83,7.42,274.57,0.64,C
2019-07-19T23:00:00Z,10.48,7.21,6.86,101956.03,0.8,109.88,275.06,0.41,A
2019-07-20T00:00:00Z,12.41,7.97,7.2,101918.35,0.74,252.96,275.86,0.03,B
2019-07-20T01:00:00Z,12.56,8.09,7.91,101910.04,0.74,390.21,274.27,0.12,A
2019-07-20T02:00:00Z,13.96,8.41,8.43,101782.19,0.69,462.47,279.82,0.14,B
2019-07-20T03:00:00Z,15.12,7.89,8.8,101639.92,0.62,489.16,280.34,0.46,B
2019-07-20T04:00:00Z,15.25,7.52,8.53,101574.76,0.6,422.27,289.28,0.37,C
2019-07-20T05:00:00Z,15.46,6.98,7.37,101488.68,0.57,363.53,290.47,0.33,A
2019-07-20T06:00:00Z,14.26,7.03,7.24,101431.49,0.62,217.55,305.16,0.1,C
2019-07-20T07:00:00Z,14.08,7.32,7.23,101364.28,0.64,91.53,288.35,0.01,C
2019-07-20T08:00:00Z,13.21,7.42,7.41,101314.04,0.68,3.47,286.88,0.02,B
2019-07-20T09:00:00Z,13.26,7.5,7.92,101287.47,0.68,0,279.07,0.01,A
2019-07-20T10:00:00Z,12.43,6.91,8.29,101260.19,0.69,0,279.09,0.04,A
2019-07-20T11:00:00Z,12.33,6.69,7.87,101251.84,0.68,0,274.43,0.03,A
2019-07-20T12:00:00Z,11.84,6.29,7.43,101217.59,0.69,0,275.41,0.04,B
2019-07-20T13:00:00Z,11.86,6.23,7.56,101133.13,0.68,0,276.58,0.01,A
2019-07-20T14:00:00Z,11.77,6.22,8.33,101100.25,0.69,0,274.25,0,C
2019-07-20T15:00:00Z,11.79,6.08,9.24,100967.41,0.68,0,278.09,0,A
2019-07-20T16:00:00Z,11.74,6.14,9.6,100888.99,0.69,0,274.96,0,A
2019-07-20T17:00:00Z,11.96,5.87,9.86,100827.93,0.66,0,273,0.15,A
2019-07-20T18:00:00Z,11.67,5.56,10.03,100767.38,0.66,0,273.36,0.01,C
2019-07-20T19:00:00Z,11.57,5.46,9.73,100773.7,0.66,0,275.11,0.02,B
2019-07-20T20:00:00Z,11.49,5.39,9.12,100812.76,0.66,0,273.43,0.21,B
2019-07-20T21:00:00Z,11.45,5.35,8.21,100951.89,0.66,0,277.48,0.77,B
2019-07-20T22:00:00Z,11.21,5.39,6.98,101012.47,0.67,7.47,294.25,0.81,A
2019-07-20T23:00:00Z,11.24,5.34,5.86,101091.45,0.67,63.09,308.62,0.77,C
2019-07-21T00:00:00Z,11.52,5.74,5.25,101182.32,0.68,95.67,324.55,0.65,B
2019-07-21T01:00:00Z,11.65,6.21,5.05,101164.96,0.69,229.86,304.67,0.34,B
2019-07-21T02:00:00Z,12.8,6.44,4.62,101187.36,0.65,346.32,305.77,0.41,A
2019-07-21T03:00:00Z,13.49,6.5,4.55,101128.99,0.63,350.57,294.52,0.52,B
2019-07-21T04:00:00Z,13.84,6.37,3.81,101103.84,0.61,336.8,309.69,0.37,B
2019-07-21T05:00:00Z,13.87,6.19,3.69,101118.85,0.6,238.31,317.68,0.5,B
2019-07-21T06:00:00Z,12.6,6.47,2.87,101167.09,0.66,184.12,290.56,0.49,A
2019-07-21T07:00:00Z,12.28,6.55,2.03,101191.91,0.68,75.67,314.38,0.42,B
2019-07-21T08:00:00Z,11.11,6.48,2.08,101270.4,0.73,3.1,293.47,0.32,C
2019-07-21T09:00:00Z,11.11,6.45,2.68,101325.81,0.73,0,290.9,0.28,B
2019-07-21T10:00:00Z,9.66,5.74,3.6,101438.87,0.77,0,286.93,0.31,A
2019-07-21T11:00:00Z,9.46,5.64,3.95,101460.63,0.77,0,278.2,0.23,C
2019-07-21T12:00:00Z,8.52,5.04,4.13,101467.25,0.79,0,269.76,0.18,A
2019-07-21T13:00:00Z,8.58,5.01,4.23,101449.72,0.78,0,275.77,0.08,C
2019-07-21T14:00:00Z,8.31,4.85,4.48,101435.73,0.79,0,267.99,0.04,C
2019-07-21T15:00:00Z,7.96,4.66,4.54,101389.78,0.8,0,266.89,0.01,B
2019-07-21T16:00:00Z,7.93,4.65,4.52,101385.49,0.8,0,265.09,0.01,A
2019-07-21T17:00:00Z,7.61,4.39,4.77,101357.84,0.8,0,264.65,0.01,A
2019-07-21T18:00:00Z,7.43,4.26,5.1,101304.74,0.8,0,263.73,0.02,B
2019-07-21T19:00:00Z,7.39,4.24,5.28,101316.47,0.8,0,261.4,0.01,B
2019-07-21T20:00:00Z,7.7,4.33,5.43,101355.2,0.79,0,262.39,0,C
2019-07-21T21:00:00Z,7.57,4.35,5.51,101337.46,0.8,0,264.25,0,B
2019-07-21T22:00:00Z,8.33,4.57,6.05,101412.41,0.77,9.3,264.68,0,C
2019-07-21T23:00:00Z,9.47,5.27,6.32,101430.5,0.75,119.91,266.68,0,A
2019-07-22T00:00:00Z,11.43,5.88,6.66,101399.65,0.69,270.22,269.47,0,A
2019-07-22T01:00:00Z,11.71,5.94,7.59,101312.29,0.68,395.56,271.66,0,B
2019-07-22T02:00:00Z,13.3,6.3,8.02,101196.37,0.63,474.99,274.85,0,A
2019-07-22T03:00:00Z,14.4,6.06,8.09,101089.98,0.57,498.36,276.84,0,C
2019-07-22T04:00:00Z,14.53,6.18,8.07,100999.9,0.57,466.43,278.95,0,A
2019-07-22T05:00:00Z,14.75,5.93,8.05,100958.79,0.55,380.62,281.6,0,B
2019-07-22T06:00:00Z,13.66,5.61,8.06,100901.3,0.58,252.22,280.47,0,C
2019-07-22T07:00:00Z,13.74,5.58,8.23,100898.78,0.58,101.3,277.05,0,C
2019-07-22T08:00:00Z,12.87,5.66,8.5,100918.25,0.62,4.27,275.62,0.01,A
2019-07-22T09:00:00Z,12.82,5.63,9.03,100920.49,0.62,0,273.8,0.01,B
2019-07-22T10:00:00Z,11.85,5.65,8.57,100992.29,0.66,0,272.56,0,C
2019-07-22T11:00:00Z,11.52,5.33,8.82,100989.96,0.66,0,272.47,0.03,A
2019-07-22T12:00:00Z,11.53,5.01,9.02,100933.19,0.64,0,278.31,0.3,A
2019-07-22T13:00:00Z,11.59,4.8,9.15,100910.06,0.63,0,283.83,0.43,B
2019-07-22T14:00:00Z,11.62,4.46,9.18,100844.95,0.61,0,295.07,0.48,B
2019-07-22T15:00:00Z,11.68,4.2,8.74,100793.5,0.6,0,312.46,0.74,B
2019-07-22T16:00:00Z,11.94,3.87,8.17,100771.53,0.58,0,323.55,0.87,A
2019-07-22T17:00:00Z,11.68,3.89,7.53,100790.77,0.59,0,320.32,0.93,B
2019-07-22T18:00:00Z,10.52,5.71,7.15,100813.23,0.72,0,340.36,0.94,A
2019-07-22T19:00:00Z,10.11,6.23,6.62,100826.56,0.77,0,333.86,0.94,A
2019-07-22T20:00:00Z,10.24,6.43,6.69,100831.9,0.77,0,300.95,0.6,C
2019-07-22T21:00:00Z,10.53,6.58,6.85,100896.53,0.77,0,298.73,0.49,B
2019-07-22T22:00:00Z,10.62,6.84,5.79,100994.78,0.77,6.55,312.22,0.58,C
2019-07-22T23:00:00Z,10.88,6.96,5.94,101065.8,0.77,96.83,301.7,0.77,B
2019-07-23T00:00:00Z,12.33,6.58,6.3,101110.89,0.68,223.85,294.13,0.39,B
2019-07-23T01:00:00Z,12.35,6.3,6.62,101104.54,0.67,328.96,285.48,0.25,C
2019-07-23T02:00:00Z,12.96,5.54,6.84,101085.53,0.61,418.84,287.56,0.24,B
2019-07-23T03:00:00Z,13.4,4.89,6.66,101011.51,0.56,437.67,297.18,0.33,B
2019-07-23T04:00:00Z,13.55,4.65,7.36,100904.71,0.55,423.22,293.09,0.61,B
2019-07-23T05:00:00Z,13.53,4.55,7.29,100833.29,0.55,301.11,294.8,0.93,A
2019-07-23T06:00:00Z,12.7,5.03,7.88,100769.48,0.6,152.87,315.69,1,A
2019-07-23T07:00:00Z,12.06,5.86,8.26,100771.98,0.66,16.56,337.31,1,B
2019-07-23T08:00:00Z,11.05,7.32,8.1,100806.73,0.78,1.58,335.65,1,B
2019-07-23T09:00:00Z,11.1,7.34,8.24,100820.13,0.78,0,339.68,0.98,C
2019-07-23T10:00:00Z,11.01,8.22,7.85,101059.02,0.83,0,347.99,0.86,A
2019-07-23T11:00:00Z,10.01,7.05,7.49,101274.36,0.82,0,299.34,0.54,A
2019-07-23T12:00:00Z,8.82,5.68,6.15,101434.67,0.81,0,302.25,0.33,A
2019-07-23T13:00:00Z,8.63,5.49,5.17,101488.75,0.81,0,278.9,0.74,B
2019-07-23T14:00:00Z,8.14,4.95,4.67,101584.74,0.8,0,276.81,0.25,C
2019-07-23T15:00:00Z,7.27,4.43,4.72,101620.93,0.82,0,268.99,0.18,A
2019-07-23T16:00:00Z,7.05,4.37,4.76,101690.71,0.83,0,263.75,0.21,B
2019-07-23T17:00:00Z,6.58,4.05,5.04,101763.59,0.84,0,267.26,0.2,C
2019-07-23T18:00:00Z,5.91,3.61,4.98,101770.9,0.85,0,263.84,0.22,A
2019-07-23T19:00:00Z,6,3.64,4.66,101822.4,0.85,0,279.12,0.19,A
2019-07-23T20:00:00Z,5.9,3.58,4.54,101885.96,0.85,0,274.32,0.62,B
2019-07-23T21:00:00Z,5.98,3.56,4.35,101985,0.84,0,271.01,0.84,A
2019-07-23T22:00:00Z,6.49,3.75,4.03,102067.57,0.83,8.9,274.56,0.52,C
2019-07-23T23:00:00Z,7.79,4.49,4.16,102126.05,0.8,100.19,275.99,0.33,B
2019-07-24T00:00:00Z,10.16,5.35,4.26,102193.89,0.72,219.26,286.4,0.24,B
2019-07-24T01:00:00Z,10.55,5.56,4.46,102230.67,0.71,356.67,280.42,0.38,B
2019-07-24T02:00:00Z,11.99,6.26,4.7,102187.32,0.68,402.93,285.28,0.66,B
2019-07-24T03:00:00Z,12.84,6.55,4.66,102134.38,0.66,440.46,302.49,0.75,C
2019-07-24T04:00:00Z,13.16,6.51,4.33,102115.38,0.64,403.29,307.74,0.68,C
2019-07-24T05:00:00Z,13.11,7,3.85,102144.59,0.66,216.87,322.05,0.74,B
2019-07-24T06:00:00Z,12.62,7.43,3.6,102211.54,0.71,128.25,340.26,0.8,B
2019-07-24T07:00:00Z,12.38,7.22,3.77,102244.94,0.71,43,343.3,0.84,A
2019-07-24T08:00:00Z,11.91,7.23,4.19,102311.45,0.73,2.67,343.56,0.92,A
2019-07-24T09:00:00Z,11.78,7.12,4.53,102327.02,0.73,0,345.8,0.97,B
2019-07-24T10:00:00Z,11.49,7.11,4.26,102421.08,0.74,0,345.63,0.99,C
2019-07-24T11:00:00Z,11.35,7.19,4.34,102451.51,0.76,0,351.87,0.97,C
2019-07-24T12:00:00Z,10.99,7.31,4.49,102460.22,0.78,0,335.19,0.9,B
2019-07-24T13:00:00Z,10.77,7.36,4.61,102446.67,0.79,0,325.73,0.71,B
2019-07-24T14:00:00Z,10.57,7.43,4.8,102428.75,0.81,0,320.84,0.65,C
2019-07-24T15:00:00Z,10.31,7.66,4.95,102387.64,0.84,0,310.63,0.73,A
2019-07-24T16:00:00Z,10.11,7.67,4.98,102431.16,0.85,0,303.71,0.64,B
2019-07-24T17:00:00Z,9.95,7.78,4.88,102440.8,0.86,0,320.53,0.51,B
2019-07-24T18:00:00Z,9.96,7.92,4.71,102408.09,0.87,0,319.98,0.61,A
2019-07-24T19:00:00Z,9.94,8.02,4.53,102397.96,0.88,0,319.97,0.6,A
2019-07-24T20:00:00Z,9.8,8.08,4.36,102419.27,0.89,0,338.44,0.66,A
2019-07-24T21:00:00Z,9.69,8.14,4.35,102424.02,0.9,0,338.22,0.58,A
2019-07-24T22:00:00Z,10.12,8.1,3.78,102493.49,0.87,5.13,340.38,0.6,C
2019-07-24T23:00:00Z,10.89,8.52,3.98,102515.51,0.85,67.37,329.75,0.67,B
2019-07-25T00:00:00Z,12.02,8.77,4.25,102519.91,0.81,138.69,336.86,0.67,A
2019-07-25T01:00:00Z,12.27,8.88,4.84,102462.39,0.8,237.06,335.6,0.54,B
2019-07-25T02:00:00Z,12.9,8.83,5.29,102405.18,0.76,240.26,337.02,0.84,A
2019-07-25T03:00:00Z,13.73,8.49,5.08,102289.43,0.71,331.12,339.55,0.92,A
2019-07-25T04:00:00Z,13.73,8.24,4.77,102238.01,0.69,230.76,345.89,0.91,C
2019-07-25T05:00:00Z,13.66,8.2,4.3,102190.05,0.7,208.86,339.86,0.96,A
2019-07-25T06:00:00Z,12.89,7.96,3.49,102223.84,0.72,84.59,353.05,1,B
2019-07-25T07:00:00Z,12.81,8.13,3.78,102189.14,0.73,28.91,353.77,0.95,B
2019-07-25T08:00:00Z,12.38,8.3,4.38,102222.47,0.76,2.19,338.95,1,B
2019-07-25T09:00:00Z,12.25,8.53,4.77,102228.08,0.78,0,328.61,1,A
2019-07-25T10:00:00Z,11.41,8.25,5.32,102242.36,0.81,0,332.84,1,B
2019-07-25T11:00:00Z,11.17,8.16,5.61,102206.21,0.82,0,333.7,1,C
2019-07-25T12:00:00Z,10.86,8.07,6.1,102168.2,0.83,0,324.63,1,B
2019-07-25T13:00:00Z,10.65,8.06,6.37,102131.95,0.84,0,309.29,0.99,A
2019-07-25T14:00:00Z,10.53,7.95,6.3,102101.12,0.84,0,318.22,1,B
2019-07-25T15:00:00Z,10.48,7.8,6.22,102013.81,0.84,0,305.79,1,C
2019-07-25T16:00:00Z,10.51,7.74,6.27,101997.24,0.83,0,313.39,0.99,C
2019-07-25T17:00:00Z,10.45,7.49,6.33,101972.14,0.82,0,316.29,0.98,B
2019-07-25T18:00:00Z,10.44,7.32,6.35,101944.1,0.81,0,315.45,1,B
2019-07-25T19:00:00Z,10.51,7.21,6.31,101951.21,0.8,0,325.11,1,A
2019-07-25T20:00:00Z,10.51,7.19,6.19,101985.99,0.8,0,335.03,0.99,C
2019-07-25T21:00:00Z,10.54,7.21,5.97,101991.77,0.8,0,328.99,1,C
2019-07-25T22:00:00Z,10.63,7.2,5.67,102040.46,0.79,4.55,330.33,1,B
2019-07-25T23:00:00Z,10.83,7.31,5.35,102086.92,0.79,44.29,333.56,1,C
2019-07-26T00:00:00Z,11.57,8.06,4.88,102126.11,0.79,125.23,329.7,0.99,A
2019-07-26T01:00:00Z,11.74,8.37,4.49,102090.05,0.8,225.86,326.13,0.87,A
2019-07-26T02:00:00Z,12.3,8.7,3.82,102077.8,0.79,225.36,335.45,0.9,C
2019-07-26T03:00:00Z,12.46,9.23,2.84,102021.62,0.81,202.2,343.44,1,B
2019-07-26T04:00:00Z,12.58,9.35,1.99,102019.75,0.81,194.53,349.33,1,B
2019-07-26T05:00:00Z,12.14,9.45,1.69,102024.25,0.84,138.63,346.86,0.89,C
2019-07-26T06:00:00Z,11.3,9.75,1.48,102072.39,0.9,57.46,353.54,0.79,C
2019-07-26T07:00:00Z,11.26,9.73,0.98,102124.51,0.9,47.96,337.34,0.79,A
2019-07-26T08:00:00Z,10.7,9.69,1.35,102205.64,0.93,3.18,338.68,0.86,A
2019-07-26T09:00:00Z,10.82,9.73,1.35,102237.68,0.93,0,340.98,0.87,B
2019-07-26T10:00:00Z,10.46,9.8,1.77,102312.39,0.96,0,344.86,1,C
2019-07-26T11:00:00Z,10.19,9.61,1.62,102331.12,0.96,0,343.58,1,C
2019-07-26T12:00:00Z,9.63,9.2,1.31,102382.87,0.97,0,341.63,1,A
2019-07-26T13:00:00Z,9.55,9.15,0.82,102376.99,0.97,0,340.48,1,C
2019-07-26T14:00:00Z,9.41,8.98,0.42,102378.34,0.97,0,343.28,1,C
2019-07-26T15:00:00Z,9.05,8.61,0.67,102321.87,0.97,0,345.11,1,C
2019-07-26T16:00:00Z,9.1,8.72,0.72,102299.12,0.97,0,344.09,1,A
2019-07-26T17:00:00Z,8.97,8.62,0.32,102298.64,0.98,0,338.28,1,A
2019-07-26T18:00:00Z,9.16,8.79,0.34,102296.88,0.98,0,333.65,1,B
2019-07-26T19:00:00Z,9,8.75,0.75,102290.82,0.98,0,351.44,0.98,C
2019-07-26T20:00:00Z,9.22,8.9,1,102312.12,0.98,0,338.85,0.98,C
2019-07-26T21:00:00Z,9.29,8.85,1.28,102341.17,0.97,0,344.45,0.98,A
2019-07-26T22:00:00Z,9.5,8.96,2.42,102362.51,0.96,5.44,329.73,0.99,C
2019-07-26T23:00:00Z,10.34,9.53,2.59,102393.49,0.95,42.39,350.66,1,B
2019-07-27T00:00:00Z,11.73,10.01,2.96,102431.53,0.89,143.36,333.25,0.98,B
2019-07-27T01:00:00Z,11.83,9.86,3.09,102413.34,0.88,263.21,309.63,1,C
2019-07-27T02:00:00Z,12.75,9.37,3.1,102346.08,0.8,315.72,312.32,1,C
2019-07-27T03:00:00Z,13.46,8.51,3.26,102285.34,0.72,369.06,308.57,1,A
2019-07-27T04:00:00Z,13.43,8.47,2.95,102241.47,0.72,297.61,322.5,0.99,C
2019-07-27T05:00:00Z,13.23,8.17,2.5,102234.83,0.71,220.06,323.37,0.99,A
2019-07-27T06:00:00Z,12.26,8.45,2.19,102263.42,0.78,154.29,320.9,0.98,A
2019-07-27T07:00:00Z,12.05,8.21,1.82,102274.23,0.77,63.13,322.76,0.94,A
