timestamp,temp,dewpoint_temp,wind_speed,mean_sea_level_pressure,relative_humidity,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover,temp_station
2016-11-07T02:00:00Z,22.83,8.89,7.18,100074.72,0.41,765.94,357,1,A
2016-11-07T03:00:00Z,20.13,10.26,7.66,100244.28,0.53,447.63,365.75,1,B
2016-11-07T04:00:00Z,17.85,11.83,5.16,100292.73,0.68,292.76,368.37,1,C
2016-11-07T05:00:00Z,16.94,12.8,3.67,100295.07,0.77,160.31,367.49,1,A
2016-11-07T06:00:00Z,16.45,12.45,3.84,100350.17,0.77,196.25,369.72,0.84,A
2016-11-07T07:00:00Z,16.83,11.89,4.18,100414.8,0.73,343.32,333.97,0.97,B
2016-11-07T08:00:00Z,15.95,11.49,4.48,100510.97,0.75,127.58,358.59,1,B
2016-11-07T09:00:00Z,15.92,11.34,4,100627.64,0.74,16.85,370.23,1,A
2016-11-07T10:00:00Z,13.89,10.71,3.93,100707.86,0.81,0,365.95,0.92,C
2016-11-07T11:00:00Z,13.7,10.58,3.5,100802.47,0.81,0,368.15,0.99,A
2016-11-07T12:00:00Z,12.72,10.02,3.5,100819.87,0.84,0,365.19,0.99,B
2016-11-07T13:00:00Z,12.81,10,3.35,100828.85,0.83,0,361.64,0.83,A
2016-11-07T14:00:00Z,12.35,9.64,3.11,100831.56,0.84,0,350.87,0.86,A
2016-11-07T15:00:00Z,11.7,9.04,2.56,100802.84,0.84,0,343.35,0.79,B
2016-11-07T16:00:00Z,11.59,8.89,1.75,100755.18,0.83,0,328.88,0.61,C
2016-11-07T17:00:00Z,11.53,8.5,2.63,100790.17,0.82,0,334.55,0.64,B
2016-11-07T18:00:00Z,10.73,7.22,3.62,100847.81,0.79,0,330.61,0.77,C
2016-11-07T19:00:00Z,10.57,6.92,3.96,100922.6,0.78,0,330.06,0.73,C
2016-11-07T20:00:00Z,10.34,6.64,3.39,101018.94,0.78,22.04,317.62,0.67,B
2016-11-07T21:00:00Z,10.06,6.05,2.83,101100.59,0.76,134.2,328.37,0.66,A
2016-11-07T22:00:00Z,12.28,5.86,2.61,101158.92,0.65,305.55,328.89,0.59,C
2016-11-07T23:00:00Z,13,5.91,2.78,101183.3,0.62,544.62,301.02,0.55,B
2016-11-08T00:00:00Z,14.34,5.91,3.12,101193.15,0.57,767.09,290.81,0.37,C
2016-11-08T01:00:00Z,14.92,5.73,3.33,101171.71,0.54,939.73,280.55,0.38,C
2016-11-08T02:00:00Z,15.45,5.72,3.07,101169.8,0.52,1007.77,289.59,0.35,C
2016-11-08T03:00:00Z,16.09,6.09,3.12,101139.17,0.51,1020.05,294.67,0.41,A
2016-11-08T04:00:00Z,16.19,6.15,3.36,101109.67,0.51,931.34,302.5,0.33,B
2016-11-08T05:00:00Z,16.18,6.18,3.54,101101.01,0.52,776.67,302.59,0.6,A
2016-11-08T06:00:00Z,15.49,6.59,3.7,101128.87,0.55,652.77,300.77,0.84,B
2016-11-08T07:00:00Z,15.48,6.7,4.1,101171.43,0.56,266.76,350.73,0.84,B
2016-11-08T08:00:00Z,14.66,6.84,4.22,101224.86,0.59,138.57,331.93,0.82,B
2016-11-08T09:00:00Z,14.39,7.38,4.13,101277.89,0.63,45.43,322.71,0.73,A
2016-11-08T10:00:00Z,12.51,7.65,3.67,101344.14,0.72,0,313.68,0.55,A
2016-11-08T11:00:00Z,11.76,7.58,3.37,101384.14,0.76,0,296.81,0.63,C
2016-11-08T12:00:00Z,10.59,7.55,2.91,101388.71,0.81,0,300.89,0.69,B
2016-11-08T13:00:00Z,10.28,7.72,2.76,101392.51,0.84,0,286.03,0.76,B
2016-11-08T14:00:00Z,9.72,7.6,2.58,101359.46,0.87,0,278.57,0.8,A
2016-11-08T15:00:00Z,8.9,7.29,2.31,101342.96,0.9,0,274.17,0.8,C
2016-11-08T16:00:00Z,8.68,7.21,2.04,101331.98,0.9,0,273.09,0.7,C
2016-11-08T17:00:00Z,8.53,7.18,1.88,101323.69,0.91,0,290.2,0.74,A
2016-11-08T18:00:00Z,7.63,6.56,1.87,101343.33,0.93,0,277.85,0.79,A
2016-11-08T19:00:00Z,7.87,6.74,1.98,101343.33,0.93,0,281.32,0.68,A
2016-11-08T20:00:00Z,9.36,8,2.38,101384.9,0.91,45.36,281.26,0.33,C
2016-11-08T21:00:00Z,9.9,8.14,2.74,101395.57,0.89,205.02,291.34,0.15,B
2016-11-08T22:00:00Z,13.55,9.37,3.16,101420.28,0.76,398.6,297.27,0.32,B
2016-11-08T23:00:00Z,14.26,8.63,3.65,101395.97,0.69,560.7,309.7,0.62,B
2016-11-09T00:00:00Z,15.39,8.55,3.52,101322.92,0.64,653.72,324.58,0.82,A
2016-11-09T01:00:00Z,16.01,8.48,3.37,101301.07,0.61,745.45,335.33,0.96,B
2016-11-09T02:00:00Z,16.36,8.73,3.38,101248.58,0.61,806.78,338.01,0.96,A
2016-11-09T03:00:00Z,16.98,9.27,3.81,101176.48,0.6,810.65,343.26,0.93,C
2016-11-09T04:00:00Z,16.72,9.42,4.61,101111.53,0.62,608.22,347.33,0.94,C
2016-11-09T05:00:00Z,16.67,9.72,5.11,101082.22,0.64,601.73,349.02,0.97,C
2016-11-09T06:00:00Z,15.44,9.33,5.42,101104.69,0.67,448.15,354.31,0.88,A
2016-11-09T07:00:00Z,15.43,9.18,5.25,101130.34,0.66,313.79,337.56,0.74,B
2016-11-09T08:00:00Z,14.63,8.75,4.91,101139.64,0.68,191.84,306.71,0.99,A
2016-11-09T09:00:00Z,14.72,8.86,4.39,101199.39,0.68,50.19,313.75,0.98,B
2016-11-09T10:00:00Z,12.82,8.62,2.7,101208.79,0.76,0,322.47,0.99,C
2016-11-09T11:00:00Z,12.49,8.63,2.36,101258.79,0.77,0,329.67,0.99,B
2016-11-09T12:00:00Z,11.82,8.56,2.45,101303.87,0.8,0,319.22,0.97,C
2016-11-09T13:00:00Z,11.57,8.64,2.43,101316.16,0.82,0,305.13,0.83,A
2016-11-09T14:00:00Z,11.16,8.69,2.18,101238.82,0.85,0,314.12,0.95,A
2016-11-09T15:00:00Z,10.69,8.68,1.86,101171.88,0.87,0,308.51,1,C
2016-11-09T16:00:00Z,10.44,8.55,2.21,101120.38,0.88,0,301.78,1,C
2016-11-09T17:00:00Z,10.36,8.57,2.44,101100.05,0.89,0,309.5,0.98,C
2016-11-09T18:00:00Z,10.22,8.44,2.32,101081.81,0.89,0,305.71,0.93,C
2016-11-09T19:00:00Z,10.46,8.59,2.05,101081.82,0.88,0,346.23,0.85,A
2016-11-09T20:00:00Z,11.22,9.36,2.33,101157.94,0.88,17.69,346.09,0.87,B
2016-11-09T21:00:00Z,11.43,9.28,3.07,101189.86,0.87,100.85,336.77,0.94,C
2016-11-09T22:00:00Z,13.22,9.72,2.64,101249.35,0.79,190.59,355.77,0.87,C
2016-11-09T23:00:00Z,13.63,9.21,2.76,101280.36,0.75,287.74,341.46,1,C
2016-11-10T00:00:00Z,14.74,9.07,3.15,101320.44,0.69,367.35,354.59,0.97,C
2016-11-10T01:00:00Z,15.19,8.85,3.55,101301.22,0.66,448.89,354.61,0.93,B
2016-11-10T02:00:00Z,15.42,8.85,3.51,101271.85,0.65,527.98,351.56,0.85,C
2016-11-10T03:00:00Z,15.87,8.99,3.43,101236.36,0.64,559.72,350.28,0.89,B
2016-11-10T04:00:00Z,15.97,8.73,3.58,101225.86,0.62,665.37,329.16,0.79,B
2016-11-10T05:00:00Z,15.91,8.19,3.63,101219.49,0.6,544.05,333.7,0.92,B
2016-11-10T06:00:00Z,15.24,7.7,3.28,101226,0.61,402.14,340.62,0.68,C
2016-11-10T07:00:00Z,15.56,7.46,3.46,101200.05,0.59,417.15,303.8,0.34,B
2016-11-10T08:00:00Z,14.91,7.22,3.67,101193.23,0.6,239.49,293.18,0.12,A
2016-11-10T09:00:00Z,14.78,7.44,2.93,101254.43,0.61,64.61,286.13,0.01,C
2016-11-10T10:00:00Z,11.73,7.32,2.49,101257.69,0.74,0,284.07,0.04,B
2016-11-10T11:00:00Z,10.91,7.23,2.31,101310.35,0.78,0,278.55,0.01,A
2016-11-10T12:00:00Z,9.7,7.07,2.72,101307.39,0.84,0,278.19,0.02,C
2016-11-10T13:00:00Z,9.57,7.19,2.99,101288.91,0.85,0,278.53,0.01,A
2016-11-10T14:00:00Z,9.05,7.01,2.86,101228.91,0.87,0,288.16,0.02,B
2016-11-10T15:00:00Z,7.91,6.43,2.3,101152.8,0.9,0,279.58,0.03,A
2016-11-10T16:00:00Z,8.31,6.64,2.28,101123.39,0.89,0,274.7,0.04,B
2016-11-10T17:00:00Z,8.18,6.58,1.66,101118.91,0.9,0,272.79,0.05,B
2016-11-10T18:00:00Z,7.75,6.4,1.24,101146.14,0.91,0,272.27,0.07,A
2016-11-10T19:00:00Z,7.85,6.55,1.14,101166.47,0.91,0,275.79,0.07,A
2016-11-10T20:00:00Z,8.78,7.62,1.21,101231.16,0.92,48.7,284.72,0.1,C
2016-11-10T21:00:00Z,8.99,7.73,1.06,101268.64,0.92,224.46,282.26,0.05,C
2016-11-10T22:00:00Z,12.88,8.96,1.5,101304.57,0.77,449.55,282.9,0.07,C
2016-11-10T23:00:00Z,14.2,9.19,1.36,101262.32,0.72,656.59,288.61,0.04,A
2016-11-11T00:00:00Z,16.44,9.6,1.02,101206.87,0.64,815.63,293.36,0.01,B
2016-11-11T01:00:00Z,17.42,9.52,1.15,101150.37,0.6,955.71,297.47,0,C
2016-11-11T02:00:00Z,18.33,9.69,1.77,101039.36,0.57,1023.73,300.3,0,C
2016-11-11T03:00:00Z,19.66,10.11,2.27,100927,0.54,1026.08,304.86,0.02,B
2016-11-11T04:00:00Z,19.75,10.29,2.77,100844.32,0.54,944.89,313.32,0.01,B
2016-11-11T05:00:00Z,20.01,10.52,3.55,100737.82,0.54,832.93,311.65,0.01,A
2016-11-11T06:00:00Z,19.43,10.78,4.15,100608.99,0.57,674.63,313.07,0.01,C
2016-11-11T07:00:00Z,19.57,10.84,4.81,100530.09,0.57,471.31,316.69,0.68,A
2016-11-11T08:00:00Z,18.4,10.84,4.58,100522.3,0.61,228.55,326.11,0.99,C
2016-11-11T09:00:00Z,17.93,11.04,4.87,100536.01,0.64,55.73,325.73,0.99,B
2016-11-11T10:00:00Z,15.97,11.43,3.64,100466.86,0.74,0,339.2,1,A
2016-11-11T11:00:00Z,15.53,11.64,2.62,100476.69,0.78,0,340.32,1,B
2016-11-11T12:00:00Z,14.36,11.92,1.81,100523.49,0.85,0,346.05,1,A
2016-11-11T13:00:00Z,14.25,11.94,0.39,100652.29,0.86,0,348.13,1,A
2016-11-11T14:00:00Z,13.75,12,1.92,100448.43,0.89,0,356.4,1,B
2016-11-11T15:00:00Z,13.55,12.12,1.78,100254.27,0.91,0,354.4,1,C
2016-11-11T16:00:00Z,13.62,12,3.22,100054.61,0.9,0,359.8,1,C
2016-11-11T17:00:00Z,13.38,11.97,3.74,99928.93,0.91,0,362.98,0.85,A
2016-11-11T18:00:00Z,13.12,11.83,2.84,99846.55,0.92,0,357.31,0.73,B
2016-11-11T19:00:00Z,13.17,11.74,2.34,99841.77,0.91,0,350.72,0.65,C
2016-11-11T20:00:00Z,14.13,12.44,2.56,99836.4,0.9,32.13,344.57,0.58,A
2016-11-11T21:00:00Z,14.55,12.66,2.64,99811.83,0.88,148.94,366.53,0.57,C
2016-11-11T22:00:00Z,17.63,14.1,2.63,99731.06,0.8,173.82,370.38,0.72,B
2016-11-11T23:00:00Z,18.49,14.5,4.12,99688.98,0.78,298.23,371.34,0.77,B
2016-11-12T00:00:00Z,19.52,15.26,5.33,99610.5,0.76,320.66,377.91,1,C
2016-11-12T01:00:00Z,20.04,15.93,5.16,99550.78,0.77,449.96,383.58,0.67,B
2016-11-12T02:00:00Z,21.73,14.61,5.32,99487.81,0.64,681.4,374.52,0.17,A
2016-11-12T03:00:00Z,22.39,10.98,6.95,99539.65,0.48,960.16,337.81,0.29,C
2016-11-12T04:00:00Z,22.17,10.32,7.54,99563.93,0.47,908.38,335.29,0.42,A
2016-11-12T05:00:00Z,21.76,10.11,7.51,99577.67,0.47,670.52,345.31,0.42,B
2016-11-12T06:00:00Z,19.74,9.58,7.44,99599.37,0.52,458.05,335.33,0.57,B
2016-11-12T07:00:00Z,19.71,10.43,5.79,99681.8,0.55,321.03,342.5,0.65,C
2016-11-12T08:00:00Z,18.74,10.16,5.78,99699.61,0.57,148.13,347.12,0.75,C
2016-11-12T09:00:00Z,18.85,10.03,6.18,99782.16,0.57,33.69,336.02,0.64,C
2016-11-12T10:00:00Z,17.18,9.22,4.87,99762.68,0.59,0.06,333.77,0.82,A
2016-11-12T11:00:00Z,16.85,9.04,4.89,99774.3,0.6,0,341.72,0.89,C
2016-11-12T12:00:00Z,16.07,8.59,5.13,99723.7,0.61,0,341.98,0.94,A
2016-11-12T13:00:00Z,16.03,8.51,5.41,99685.95,0.61,0,335.71,0.8,A
2016-11-12T14:00:00Z,15.35,8.36,6,99639.88,0.63,0,325.72,0.88,C
2016-11-12T15:00:00Z,14.36,8.36,6.27,99537.18,0.67,0,319.85,0.76,A
2016-11-12T16:00:00Z,14.19,8.39,6.07,99453.43,0.68,0,318.57,0.73,C
2016-11-12T17:00:00Z,14,8.13,6.39,99388.69,0.68,0,334.67,0.55,C
2016-11-12T18:00:00Z,13.18,8.27,6.7,99351.79,0.72,0,334.26,0.74,C
2016-11-12T19:00:00Z,12.87,8.25,7.23,99341.9,0.73,0,336.67,0.96,A
2016-11-12T20:00:00Z,12.3,8.2,7.33,99375.3,0.76,19.56,342.1,0.99,A
2016-11-12T21:00:00Z,12.08,8.22,7.21,99394.89,0.77,46.8,343.05,0.99,B
2016-11-12T22:00:00Z,12.14,8.49,6.46,99390.88,0.78,79.85,344.33,0.96,C
2016-11-12T23:00:00Z,12.56,8.89,7.35,99356.87,0.78,197.91,344.21,0.91,C
2016-11-13T00:00:00Z,13.28,9.66,8.52,99311.7,0.79,298.56,342.2,0.96,B
2016-11-13T01:00:00Z,13.15,9.66,7.69,99309.51,0.79,246.16,349.42,1,A
2016-11-13T02:00:00Z,14.2,10.19,5.87,99331.79,0.77,377.9,349.12,1,A
2016-11-13T03:00:00Z,15.19,11.17,5.17,99328.43,0.77,227.86,358.01,0.99,B
2016-11-13T04:00:00Z,16.18,11.72,3.67,99329.09,0.75,451.09,349.96,0.9,B
2016-11-13T05:00:00Z,15.19,12.18,2.43,99349.33,0.82,368.01,347.93,0.76,B
2016-11-13T06:00:00Z,15.07,12.45,4.19,99433.4,0.84,448.32,329.72,0.68,B
2016-11-13T07:00:00Z,14.21,11.76,6.44,99529.79,0.85,218.4,345.31,0.54,A
2016-11-13T08:00:00Z,13.86,11.83,7.42,99706.5,0.88,80.95,353,0.52,C
2016-11-13T09:00:00Z,13.91,11.76,6.7,99878.79,0.87,44.56,327.19,0.4,A
2016-11-13T10:00:00Z,13.16,11.4,5.65,99988.98,0.89,0.06,320.1,0.94,C
2016-11-13T11:00:00Z,13.04,11.64,5.83,100109.31,0.91,0,337.17,0.99,A
2016-11-13T12:00:00Z,12.84,11.43,6.26,100152.05,0.91,0,356.97,1,B
2016-11-13T13:00:00Z,13.02,11.5,7.15,100221.65,0.9,0,351.88,0.98,B
2016-11-13T14:00:00Z,12.98,11.26,8.26,100257.7,0.89,0,362.53,1,B
2016-11-13T15:00:00Z,12.42,11.04,8.77,100291.69,0.91,0,361.92,1,B
2016-11-13T16:00:00Z,12.39,11.09,8.81,100353.33,0.92,0,358.09,1,C
2016-11-13T17:00:00Z,12.31,11.12,8.73,100429.85,0.92,0,352.54,1,B
2016-11-13T18:00:00Z,12.02,10.7,8.22,100500.12,0.92,0,339.83,1,A
2016-11-13T19:00:00Z,11.92,10.56,8.4,100604.79,0.91,0,357.71,1,C
2016-11-13T20:00:00Z,11.88,10.44,8.51,100738.87,0.91,14.5,346.64,1,A
2016-11-13T21:00:00Z,11.93,10.24,8.38,100865.66,0.89,96.12,329.97,1,C
2016-11-13T22:00:00Z,12.54,10.23,7.84,100987.75,0.86,126.27,347.22,0.83,C
2016-11-13T23:00:00Z,12.56,9.51,8.16,101105.73,0.82,140.17,357.32,0.77,A
2016-11-14T00:00:00Z,13.66,8.52,8.45,101188.24,0.71,212.59,349.31,0.79,C
2016-11-14T01:00:00Z,13.98,7.68,7.89,101253.56,0.66,406.11,348.55,0.97,C
2016-11-14T02:00:00Z,13.98,6.92,7.58,101293.79,0.62,515.45,343.53,0.93,C
2016-11-14T03:00:00Z,14.46,6.44,7.42,101321.09,0.59,506.29,345,0.93,B
2016-11-14T04:00:00Z,14.37,6.68,7.28,101352.48,0.6,375.56,355.51,0.88,C
2016-11-14T05:00:00Z,14.44,6.75,7.21,101404.62,0.6,389.7,352.49,0.81,C
2016-11-14T06:00:00Z,13.92,6.83,7.01,101407.32,0.62,280.19,348.37,0.95,C
2016-11-14T07:00:00Z,14.09,6.79,6.66,101462.82,0.61,225.83,334.23,0.96,C
2016-11-14T08:00:00Z,13.81,7.07,5.7,101541.6,0.64,141.05,329.01,0.92,B
2016-11-14T09:00:00Z,13.71,7.6,5.32,101635.77,0.67,38.79,317.94,0.99,B
2016-11-14T10:00:00Z,12.5,8.66,4.78,101667.02,0.77,0.09,323.18,1,B
2016-11-14T11:00:00Z,12.31,8.69,4.88,101704.94,0.79,0,324.58,1,A
2016-11-14T12:00:00Z,11.99,8.73,4.92,101713.36,0.8,0,333.01,0.98,C
2016-11-14T13:00:00Z,11.93,8.71,4.9,101734.19,0.81,0,326.24,0.96,A
2016-11-14T14:00:00Z,11.52,8.68,5.17,101734.31,0.83,0,321.29,0.84,C
2016-11-14T15:00:00Z,11.1,8.67,5.03,101715.66,0.85,0,320.99,0.85,A
2016-11-14T16:00:00Z,11.13,8.62,4.56,101690.12,0.85,0,310.94,0.67,C
2016-11-14T17:00:00Z,11.01,8.7,4.19,101688.36,0.86,0,310.35,0.76,A
2016-11-14T18:00:00Z,10.96,8.73,3.76,101709.63,0.86,0,316.89,0.6,C
2016-11-14T19:00:00Z,10.88,8.9,3.65,101749.18,0.88,0,316.42,0.83,C
2016-11-14T20:00:00Z,11.2,9.39,3.97,101801.95,0.89,33.96,332.85,1,A
2016-11-14T21:00:00Z,11.36,9.52,4.89,101857.32,0.88,126.99,337.94,1,B
2016-11-14T22:00:00Z,13.09,9.79,5.24,101940.05,0.8,206.45,341.29,1,C
2016-11-14T23:00:00Z,13.64,9.77,5.35,101975,0.77,346.21,338.04,1,A
2016-11-15T00:00:00Z,14.71,9.83,5.21,102000.14,0.73,415.7,345.53,1,C
2016-11-15T01:00:00Z,15.18,9.9,5.11,102034.82,0.71,500.22,360.72,1,B
2016-11-15T02:00:00Z,15.41,9.96,5.26,101969.43,0.7,321.45,360.92,1,A
2016-11-15T03:00:00Z,16.58,10.22,4.82,101958.37,0.66,465.99,359.54,1,B
2016-11-15T04:00:00Z,16.74,10.32,4.85,101921.81,0.66,461.96,368,1,A
2016-11-15T05:00:00Z,16.77,10.52,4.6,101894.65,0.67,378.49,364.64,1,A
2016-11-15T06:00:00Z,16.22,10.73,3.91,101916.72,0.7,294.7,364.2,1,C
2016-11-15T07:00:00Z,16.19,10.89,3.67,101905.11,0.71,198.79,369.18,1,C
2016-11-15T08:00:00Z,15.41,10.76,2.63,101958.23,0.74,122.24,360.66,1,C
2016-11-15T09:00:00Z,15.43,10.91,1.94,101987.31,0.74,25.63,361.69,1,B
2016-11-15T10:00:00Z,13.7,10.81,2.14,102042.66,0.83,0.1,362.2,0.99,C
2016-11-15T11:00:00Z,13.37,10.84,2.22,102106.04,0.85,0,361.85,1,A
2016-11-15T12:00:00Z,12.84,10.66,2.83,102118.78,0.87,0,353.71,0.97,B
2016-11-15T13:00:00Z,12.73,10.29,3.46,102178.69,0.85,0,351.86,0.96,B
2016-11-15T14:00:00Z,12.53,10.01,3.57,102180.44,0.85,0,359.7,0.63,B
2016-11-15T15:00:00Z,12.2,9.99,3.22,102150.65,0.86,0,340.49,0.5,B
2016-11-15T16:00:00Z,12.22,10.01,2.94,102136.58,0.86,0,338.19,0.83,C
2016-11-15T17:00:00Z,12.15,10.08,2.89,102155.29,0.87,0,342.06,1,A
2016-11-15T18:00:00Z,12.17,10.13,2.84,102197.76,0.87,0,354.64,0.98,C
2016-11-15T19:00:00Z,12.12,10.29,2.77,102216.32,0.89,0,360.48,1,C
2016-11-15T20:00:00Z,12.42,10.7,2.84,102292.98,0.89,18.94,363.3,1,A
2016-11-15T21:00:00Z,12.1,10.75,3.02,102335.84,0.91,92.1,364.8,0.96,A
2016-11-15T22:00:00Z,13.94,11.13,2.38,102422.94,0.83,238.07,355.98,0.96,C
2016-11-15T23:00:00Z,14.66,10.85,2.42,102434.02,0.78,338.65,359.14,0.98,A
2016-11-16T00:00:00Z,15.85,10.67,1.94,102446.63,0.71,457.04,348.25,0.92,B
2016-11-16T01:00:00Z,16.41,10.57,1.5,102404.29,0.68,682.73,338.65,0.87,C
2016-11-16T02:00:00Z,17.28,10.8,1.39,102353.28,0.66,904.21,331.24,0.78,C
2016-11-16T03:00:00Z,18.52,11.03,1.96,102306.65,0.62,1036.3,300.17,0.25,B
2016-11-16T04:00:00Z,18.58,11.24,2.75,102244.57,0.62,994.19,297.65,0.02,A
2016-11-16T05:00:00Z,18.72,11.42,3.37,102196.18,0.62,872.7,299.94,0,A
2016-11-16T06:00:00Z,18.32,11.55,3.69,102151.01,0.65,703.07,301.07,0,C
2016-11-16T07:00:00Z,18.45,11.66,3.78,102145.39,0.65,499.98,303.36,0,C
2016-11-16T08:00:00Z,17.85,11.59,3.58,102154.75,0.67,282,301.99,0,A
2016-11-16T09:00:00Z,17.8,12.05,2.95,102182.77,0.69,83.53,299.88,0,A
2016-11-16T10:00:00Z,14.65,11.85,2.25,102180.82,0.83,0.42,297,0,B
2016-11-16T11:00:00Z,13.54,11.6,2.41,102182.28,0.88,0,294.89,0,C
2016-11-16T12:00:00Z,13.4,11.68,1.97,102153.51,0.89,0,293.47,0,A
2016-11-16T13:00:00Z,12.99,11.56,0.74,102149.55,0.91,0,291.97,0,B
2016-11-16T14:00:00Z,11.71,10.86,0.58,102103.77,0.95,0,291.07,0,C
2016-11-16T15:00:00Z,11.81,11.08,1.1,102042.08,0.95,0,290.36,0,B
2016-11-16T16:00:00Z,11.49,10.9,1.65,101957.6,0.96,0,289.39,0,C
2016-11-16T17:00:00Z,11.4,10.8,2.07,101934.38,0.96,0,287.38,0,C
2016-11-16T18:00:00Z,11.19,10.57,2.47,101903.4,0.96,0,285.38,0,A
2016-11-16T19:00:00Z,11.12,10.51,2.82,101901.59,0.96,0,288.88,0,B
2016-11-16T20:00:00Z,12.87,11.7,3.52,101912.81,0.93,61.82,287.36,0,C
2016-11-16T21:00:00Z,13.91,11.93,3.94,101878.68,0.88,251.24,292.79,0,C
2016-11-16T22:00:00Z,19.26,13.39,3.92,101883.79,0.69,471.61,300.67,0,C
2016-11-16T23:00:00Z,21.79,13.36,5.18,101826.42,0.59,675.59,310.58,0,B
2016-11-17T00:00:00Z,24.69,12.87,6.59,101760.89,0.48,845.65,319.65,0.02,A
2016-11-17T01:00:00Z,25.39,12.57,7.27,101698.99,0.45,967.57,327.37,0,C
2016-11-17T02:00:00Z,26.23,12.54,7.31,101622.22,0.43,1028.89,334.91,0,B
2016-11-17T03:00:00Z,27.35,12.18,7.11,101564.12,0.39,1027.9,340.01,0,C
2016-11-17T04:00:00Z,27.54,12.11,6.8,101484.25,0.38,970.84,344.19,0.27,A
2016-11-17T05:00:00Z,27.64,11.41,6.51,101413.34,0.36,851.95,346.89,0.75,A
2016-11-17T06:00:00Z,27.47,11.19,5.6,101369.43,0.36,684.12,349.13,0.96,A
2016-11-17T07:00:00Z,27.42,11.02,4.67,101324.88,0.36,420.41,350.01,0.97,A
2016-11-17T08:00:00Z,26.36,10.88,4.31,101287.76,0.38,204.62,351.21,0.92,C
2016-11-17T09:00:00Z,25.97,10.56,4.47,101270.01,0.38,66.48,347.38,0.9,B
2016-11-17T10:00:00Z,23.06,11.21,5.31,101242.76,0.47,0.52,342.1,0.88,B
2016-11-17T11:00:00Z,21.97,11.38,5.46,101231.9,0.51,0,328.26,0.8,A
2016-11-17T12:00:00Z,20.85,11.55,5.31,101170.29,0.55,0,320.8,0.68,B
2016-11-17T13:00:00Z,20.93,11.46,4.45,101180.35,0.55,0,319.02,0.98,C
2016-11-17T14:00:00Z,19.81,11.95,3.17,101272.98,0.61,0,328.62,0.91,C
2016-11-17T15:00:00Z,16.69,12.27,3.7,101343.69,0.75,0,326.1,0.56,B
2016-11-17T16:00:00Z,16.08,12.63,3.29,101398.07,0.8,0,320.09,0.16,C
2016-11-17T17:00:00Z,15.07,12.81,2.73,101446.57,0.86,0,317.46,0.15,A
2016-11-17T18:00:00Z,14.09,12.75,2.23,101497.06,0.92,0,312.21,0.98,C
2016-11-17T19:00:00Z,14.12,12.85,2.01,101517.88,0.92,0,325.7,0.99,B
2016-11-17T20:00:00Z,14.61,12.86,2.37,101569.53,0.89,39.63,334.01,1,B
2016-11-17T21:00:00Z,14.38,12.52,2.69,101630.33,0.89,139.81,338.73,1,A
2016-11-17T22:00:00Z,15.75,12.27,1.87,101661.09,0.8,209.99,354.83,1,A
2016-11-17T23:00:00Z,16.32,12.16,0.88,101636.63,0.76,472.68,351.22,0.99,B
2016-11-18T00:00:00Z,17.23,12.3,2.09,101605.47,0.73,695.97,336.21,0.99,A
2016-11-18T01:00:00Z,17.31,12.16,4.32,101662.71,0.72,714.81,347.23,1,C
2016-11-18T02:00:00Z,17.01,11.69,4.58,101677.78,0.71,722.78,355.15,0.99,C
2016-11-18T03:00:00Z,16.73,11.17,3.9,101664.3,0.7,676.41,360.55,1,B
2016-11-18T04:00:00Z,16.49,10.82,3.6,101685.29,0.69,598.22,361.42,0.99,C
2016-11-18T05:00:00Z,16.33,10.47,3.61,101676.92,0.68,453.47,358.99,0.99,C
2016-11-18T06:00:00Z,15.8,10.24,3.63,101688.65,0.7,373.14,358.31,0.98,B
2016-11-18T07:00:00Z,16.12,10.37,3.64,101683.02,0.69,329.34,345.43,0.95,B
2016-11-18T08:00:00Z,15.43,9.9,3.72,101725.61,0.7,179.98,337.75,0.47,B
2016-11-18T09:00:00Z,15.45,9.89,3.69,101778.83,0.69,57.44,331.44,0.29,C
2016-11-18T10:00:00Z,13.27,9.06,3.54,101842.13,0.76,0.53,317.09,0.41,C
2016-11-18T11:00:00Z,12.44,8.74,3.18,101899.18,0.78,0,309.57,0.62,B
2016-11-18T12:00:00Z,11.4,8.39,2.74,101914.78,0.82,0,298.8,0.58,A
2016-11-18T13:00:00Z,11.11,8.44,2.43,101966.2,0.84,0,294.2,0.57,B
2016-11-18T14:00:00Z,10.48,8.19,2.27,101947.09,0.86,0,290.5,0.52,A
2016-11-18T15:00:00Z,10.14,7.94,2.18,101919.31,0.86,0,298.78,0.46,B
2016-11-18T16:00:00Z,9.99,7.83,2.02,101902.7,0.86,0,288.57,0.32,C
2016-11-18T17:00:00Z,9.72,7.67,1.77,101918.61,0.87,0,288.09,0.26,C
2016-11-18T18:00:00Z,9.29,7.5,1.78,101938.86,0.89,0,293.72,0.3,B
2016-11-18T19:00:00Z,8.86,7.13,1.65,101988.79,0.89,0,293.91,0.38,C
2016-11-18T20:00:00Z,10.74,8.63,1.83,102037.66,0.87,58.67,294.42,0.5,C
2016-11-18T21:00:00Z,11.13,8.29,2.33,102054.25,0.83,200.81,296.86,0.67,B
2016-11-18T22:00:00Z,14.4,8.73,2.14,102058.61,0.69,407.57,317.49,0.44,A
2016-11-18T23:00:00Z,15.13,8.67,1.64,102053.91,0.65,642.82,306.89,0.11,C
